Transaction Date and Time,Transaction Amount,Cardholder Name,Merchant Name,Transaction Source,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Previous Transactions,IP Address,Device Information,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,outlier_flag
09-06-2022,166.37,Shalv Deshmukh,Madan Group,In-Person,5143.0,Pondicherry,USD,Visa,01-11-2029,1,199.209.144.12,Tablet,,,,,,,,0
12-12-2022,2867.55,Suhana Devi,"Bhakta, Sarkar and Ramaswamy",In-Person,8534.0,Narasaraopet,EUR,Visa,01-05-2031,,181.11.170.242,Mobile,,,,,,,,0
26-09-2022,3690.9,Hridaan Yohannan,"Garde, Kant and Balasubramanian",In-Person,1288.0,North Dumdum,USD,American Express,01-09-2026,2,208.18.163.159,Mobile,,,,,,,,0
28-10-2020,390.2,Anika Dugar,Suresh-Saha,In-Person,4148.0,Aligarh,EUR,American Express,01-11-2028,2,212.168.93.80,Desktop,,,,,,,,0
12-03-2020,4682.67,Heer Tailor,Gulati-Batta,In-Person,2897.0,Khandwa,INR,American Express,01-10-2030,3 or more,190.204.0.243,Desktop,,,,,,,,0
17-08-2020,2512.43,Nayantara Shere,Kannan Inc,In-Person,9256.0,Madhyamgram,INR,MasterCard,01-09-2027,,151.130.98.19,Desktop,,,,,,,,0
18-09-2021,2203.66,Hansh Chawla,"Kumer, Kunda and Kurian",Online,1234.0,Haridwar,USD,Visa,01-09-2032,3 or more,105.249.250.105,Mobile,,,,,,,,0
21-05-2020,2781.41,Zaina Devan,"Sankar, Vig and Yogi",Online,5868.0,Gudivada,EUR,Visa,01-03-2025,1,219.198.228.75,Tablet,,,,,,,,0
05-05-2020,845.95,Farhan Kale,Desai Inc,In-Person,1195.0,Tiruchirappalli,INR,Visa,01-08-2028,,167.43.52.204,Tablet,,,,,,,,0
08-06-2021,1029.36,Zaina Vig,Behl and Sons,Online,7158.0,Kozhikode,INR,Visa,01-11-2029,3 or more,159.191.126.134,Desktop,,,,,,,,0
23-08-2020,2414.07,Nehmat Rattan,Divan-Seth,Online,1864.0,Nagercoil,INR,American Express,01-06-2030,,209.223.138.60,Mobile,,,,,,,,0
23-03-2023,4470.02,Shray Char,Din-Bains,In-Person,9314.0,Tirunelveli,USD,MasterCard,01-04-2024,1,187.76.215.167,Mobile,,,,,,,,0
15-03-2021,3719.43,Kabir Dhaliwal,Wagle PLC,In-Person,5620.0,Bharatpur,INR,Visa,01-10-2026,,64.160.148.44,Tablet,,,,,,,,0
03-02-2021,3492.46,Kismat Kakar,"Gole, Kumar and Tank",Online,2939.0,Ranchi,USD,Visa,01-12-2026,3 or more,155.30.19.27,Desktop,,,,,,,,0
22-02-2023,2298.86,Gatik Bail,Shere-Ghosh,Online,4106.0,Muzaffarnagar,USD,MasterCard,01-03-2026,,132.215.33.39,Tablet,,,,,,,,0
10-01-2021,1540.02,Kartik Bala,Bal-Dixit,In-Person,6299.0,Deoghar,INR,MasterCard,01-12-2029,,195.94.145.241,Desktop,,,,,,,,0
26-10-2021,623.9,Farhan Sunder,Rana and Sons,In-Person,9738.0,Mysore,INR,MasterCard,01-01-2027,1,223.152.200.248,Mobile,,,,,,,,0
05-05-2022,2215.7,Nehmat Krishna,Borde-Bhargava,In-Person,6034.0,Bihar Sharif,INR,American Express,01-04-2031,,210.237.151.249,Mobile,,,,,,,,0
09-10-2020,4674.33,Arnav Divan,Dugar Group,Online,5062.0,Satna,INR,American Express,01-10-2032,,209.96.141.140,Desktop,,,,,,,,0
27-07-2021,2803.54,Jivika Koshy,Sawhney-Lad,In-Person,2524.0,Ambala,USD,Visa,01-08-2024,1,179.238.209.156,Desktop,,,,,,,,0
15-01-2022,2532.59,Jiya Baral,"Aggarwal, Khanna and Sarin",Online,9209.0,Ujjain,USD,American Express,01-11-2030,1,33.178.56.98,Mobile,,,,,,,,0
16-08-2020,4085.72,Kartik Gade,Raja-Chacko,Online,9256.0,Kolkata,USD,American Express,01-07-2030,2,215.122.249.67,Tablet,,,,,,,,0
22-10-2020,309.82,Manikya Dugar,Ratta-Dube,Online,4984.0,Sagar,USD,Visa,01-10-2032,2,156.95.122.193,Mobile,,,,,,,,0
01-06-2020,3826.32,Tarini Dalal,"Sahni, Basu and Varma",Online,5338.0,Dharmavaram,EUR,American Express,01-02-2027,,37.207.151.94,Mobile,,,,,,,,0
01-08-2022,658.47,Zoya Balakrishnan,Buch-Edwin,Online,6829.0,Thane,INR,American Express,01-11-2024,2,186.152.213.125,Desktop,,,,,,,,0
06-01-2021,2622.38,Madhup Mangal,"Dugal, Bajwa and Subramaniam",In-Person,5163.0,Medininagar,USD,American Express,01-10-2028,,7.193.210.166,Tablet,,,,,,,,0
01-08-2020,4104.52,Zeeshan Mand,"Khare, Sachar and Luthra",In-Person,9744.0,Aizawl,INR,American Express,01-10-2029,1,163.155.177.218,Tablet,,,,,,,,0
10-01-2021,822.51,Emir Basu,Dixit Group,In-Person,1306.0,Avadi,USD,Visa,01-08-2030,1,223.171.86.154,Desktop,,,,,,,,0
24-08-2023,4778.32,Vedika Goyal,Dixit Group,In-Person,7293.0,Lucknow,USD,American Express,01-03-2025,3 or more,192.193.219.93,Desktop,,,,,,,,0
16-06-2023,2425.38,Pranay Hans,"Khatri, Subramanian and Dugal",Online,6369.0,Lucknow,EUR,Visa,01-12-2025,2,175.73.184.145,Desktop,,,,,,,,0
02-10-2020,2832.16,Nishith Taneja,Sangha-Barad,Online,6138.0,Bongaigaon,INR,Visa,01-01-2028,1,209.248.92.197,Mobile,,,,,,,,0
21-07-2021,3207.5,Vihaan Mannan,Lala-Date,In-Person,2958.0,Jodhpur,USD,MasterCard,01-10-2029,2,139.108.43.128,Mobile,,,,,,,,0
30-04-2023,4628.88,Mishti Dani,Swamy-Bala,Online,5136.0,Bally,USD,MasterCard,01-08-2032,2,69.112.14.7,Tablet,,,,,,,,0
12-07-2020,4587.62,Siya Wali,"Chowdhury, Verma and Chahal",Online,9109.0,Kumbakonam,USD,Visa,01-03-2024,,198.216.209.91,Mobile,,,,,,,,0
06-09-2021,2094.91,Samiha Koshy,"Dasgupta, Kanda and Maharaj",Online,3939.0,Secunderabad,EUR,MasterCard,01-12-2023,2,164.190.44.79,Mobile,,,,,,,,0
26-11-2021,2434.5,Adah Roy,Yohannan and Sons,Online,3175.0,Tumkur,EUR,MasterCard,01-03-2026,2,70.253.67.40,Desktop,,,,,,,,0
02-11-2020,730.77,Tarini Gara,Bahl and Sons,Online,1928.0,Tadipatri,INR,MasterCard,01-03-2029,1,1.150.249.137,Desktop,,,,,,,,0
23-01-2021,3052.32,Divyansh Dhingra,Sunder Ltd,In-Person,6142.0,Bangalore,INR,American Express,01-09-2025,3 or more,205.169.13.67,Desktop,,,,,,,,0
13-05-2023,4262.39,Nishith Anand,"Taneja, Soni and Mangal",In-Person,9884.0,Davanagere,INR,Visa,01-11-2027,1,197.230.211.45,Mobile,,,,,,,,0
08-08-2023,3152.38,Oorja Edwin,"Soni, Sant and Bhandari",Online,7772.0,Hapur,EUR,American Express,01-04-2032,,175.249.81.123,Mobile,,,,,,,,0
07-11-2020,809.9,Kiara Lanka,Lal PLC,In-Person,4702.0,Chandrapur,EUR,American Express,01-06-2027,2,151.17.86.252,Tablet,,,,,,,,0
02-09-2022,2529.77,Ira Sule,Kade-Rau,In-Person,7435.0,Surat,EUR,Visa,01-09-2026,1,43.144.205.4,Desktop,,,,,,,,0
15-07-2023,2103.87,Miraya Kumer,"Aurora, Sha and Bhardwaj",Online,3739.0,Alappuzha,EUR,American Express,01-04-2031,2,149.30.147.204,Desktop,,,,,,,,0
26-09-2022,717.82,Eva Shroff,Doshi-Dora,Online,9023.0,Mehsana,USD,MasterCard,01-08-2030,,195.158.75.160,Tablet,,,,,,,,0
02-10-2021,1530.25,Tushar Chaudhuri,"Thaman, Golla and Brar",In-Person,6123.0,Navi Mumbai,USD,MasterCard,01-12-2030,3 or more,92.143.50.163,Mobile,,,,,,,,0
22-01-2020,3980.13,Sara Savant,Banik PLC,Online,6575.0,Chandrapur,USD,MasterCard,01-01-2031,2,98.78.59.60,Desktop,,,,,,,,0
08-05-2021,1542.8,Ranbir Atwal,"Wagle, Gill and Sekhon",In-Person,6269.0,Tumkur,EUR,Visa,01-10-2025,,153.177.16.152,Mobile,,,,,,,,0
20-05-2021,1601.72,Alisha Hari,Bhatnagar-Khare,In-Person,5926.0,Tinsukia,INR,American Express,01-11-2028,3 or more,205.177.234.189,Mobile,,,,,,,,0
18-08-2023,3076.85,Aaryahi Sanghvi,Shetty-Rajagopal,Online,6642.0,Aurangabad,EUR,American Express,01-05-2032,1,128.168.129.64,Mobile,,,,,,,,0
16-07-2021,550.48,Anay Samra,"Sarraf, Kale and Chandran",Online,4352.0,Agartala,USD,MasterCard,01-10-2029,2,92.175.241.190,Desktop,,,,,,,,0
25-06-2020,4986.74,Miraya Kannan,Sarin Group,In-Person,1772.0,Ranchi,USD,MasterCard,01-08-2028,1,135.106.99.159,Tablet,,,,,,,,0
20-08-2023,3811.07,Emir Madan,Kota-Mandal,Online,3204.0,Guwahati,EUR,Visa,01-09-2028,1,223.122.222.108,Desktop,,,,,,,,0
25-08-2020,2715.39,Shaan Hayer,Barad-Chawla,Online,4476.0,Ghaziabad,INR,Visa,01-09-2027,1,163.69.204.168,Mobile,,,,,,,,0
25-11-2022,337.43,Stuvan Gera,Kuruvilla Group,In-Person,4017.0,Dewas,USD,American Express,01-05-2033,,133.159.187.178,Tablet,,,,,,,,0
01-03-2020,1471.72,Kaira Dhar,Shanker Group,Online,8854.0,Jamnagar,INR,American Express,01-02-2031,2,40.84.15.73,Tablet,,,,,,,,0
26-05-2021,3782.93,Aayush Chandran,Chanda Group,In-Person,5038.0,Malegaon,INR,MasterCard,01-07-2028,,210.160.232.75,Tablet,,,,,,,,0
27-05-2022,2006.77,Aaina Kanda,Chakrabarti-Salvi,In-Person,3769.0,Berhampur,EUR,MasterCard,01-04-2025,3 or more,99.9.64.72,Tablet,,,,,,,,0
31-05-2023,4521.54,Alisha Loke,"Chand, Sachdeva and De",In-Person,7981.0,Jodhpur,INR,MasterCard,01-03-2031,3 or more,217.96.218.200,Mobile,,,,,,,,0
08-08-2022,2344.35,Ishaan Venkataraman,"Bobal, Kuruvilla and Issac",Online,7189.0,Bardhaman,USD,Visa,01-04-2029,2,205.133.146.86,Tablet,,,,,,,,0
16-12-2022,3807.23,Chirag Keer,Jaggi Inc,In-Person,4328.0,Navi Mumbai,USD,Visa,01-07-2027,1,149.229.163.200,Mobile,,,,,,,,0
03-08-2020,4907.32,Eshani Kulkarni,Rattan-Gola,Online,4102.0,Latur,USD,Visa,01-07-2025,2,54.28.222.52,Tablet,,,,,,,,0
17-12-2022,2209.39,Vanya Gala,Salvi-Chakraborty,Online,4460.0,Raiganj,INR,Visa,01-03-2029,2,35.10.248.149,Mobile,,,,,,,,0
04-08-2023,3651.59,Drishya Chowdhury,"Bath, Dube and Sha",In-Person,4017.0,Kadapa,EUR,Visa,01-06-2029,1,212.230.161.152,Tablet,,,,,,,,0
01-06-2020,2223.43,Umang Mane,"Virk, Gola and Bakshi",Online,9529.0,Dhule,EUR,MasterCard,01-07-2032,2,194.189.87.60,Tablet,,,,,,,,0
28-05-2020,1429.26,Samiha Dhawan,Malhotra-Kaur,In-Person,7441.0,Berhampore,INR,MasterCard,01-11-2027,,151.87.33.16,Mobile,,,,,,,,0
10-10-2021,2663.55,Badal Kothari,Agrawal-Sankaran,Online,9484.0,Malda,EUR,MasterCard,01-02-2027,2,161.161.45.247,Mobile,,,,,,,,0
24-06-2022,2313.5,Anahi Gokhale,"Zacharia, Dani and Dar",In-Person,1401.0,Berhampore,INR,Visa,01-12-2030,2,193.226.152.64,Tablet,,,,,,,,0
09-09-2022,1279.28,Baiju Trivedi,"Bansal, Ahuja and Joshi",In-Person,3071.0,Khammam,USD,MasterCard,01-04-2027,1,192.235.166.130,Mobile,,,,,,,,0
02-09-2020,1790.72,Eva Kala,Loke-Amble,In-Person,1728.0,Shimoga,USD,MasterCard,01-08-2027,3 or more,159.85.201.253,Tablet,,,,,,,,0
19-05-2021,3566.7,Jiya Varma,"Bedi, Kashyap and Chauhan",Online,8299.0,Asansol,INR,MasterCard,01-03-2032,,180.55.129.213,Desktop,,,,,,,,0
18-01-2020,327.89,Arnav Bhatti,Yogi-Tank,Online,8182.0,Burhanpur,INR,American Express,01-05-2030,,195.119.97.151,Desktop,,,,,,,,0
12-06-2020,1225.85,Nirvi Bahl,"Tank, Bansal and Sehgal",In-Person,7757.0,Jammu,EUR,MasterCard,01-02-2027,3 or more,47.163.225.251,Mobile,,,,,,,,0
28-12-2021,3055.97,Jivin Tata,Kulkarni Inc,In-Person,2755.0,Chandrapur,EUR,American Express,01-07-2030,1,207.105.39.240,Mobile,,,,,,,,0
29-05-2021,1253.73,Shamik Mani,Biswas LLC,In-Person,9864.0,Serampore,INR,MasterCard,01-12-2032,,160.78.167.149,Mobile,,,,,,,,0
23-06-2020,4711.45,Drishya Sunder,Sheth and Sons,In-Person,5123.0,Panipat,USD,Visa,01-05-2029,3 or more,215.56.240.132,Mobile,,,,,,,,0
09-03-2020,4781.52,Jhanvi Dhawan,"Gara, Lal and Varty",Online,2312.0,Imphal,INR,American Express,01-12-2028,1,55.175.246.140,Tablet,,,,,,,,0
28-04-2023,1359.29,Arnav Sha,Goyal-Bava,In-Person,9210.0,Amaravati,USD,MasterCard,01-05-2031,3 or more,157.162.89.19,Mobile,,,,,,,,0
22-04-2020,659.84,Emir Rout,"Jayaraman, Khalsa and Hora",Online,6557.0,Kavali,USD,American Express,01-03-2027,,80.20.78.212,Desktop,,,,,,,,0
09-01-2020,2561.93,Kabir Char,"Deep, Bakshi and Barman",Online,2546.0,Thane,USD,MasterCard,01-12-2024,2,74.52.44.177,Desktop,,,,,,,,0
28-04-2020,2879.15,Shalv Bhatnagar,Mannan-Apte,Online,5523.0,Guwahati,EUR,MasterCard,01-11-2023,1,219.174.213.169,Mobile,,,,,,,,0
28-09-2022,1544.94,Trisha Chad,Dani LLC,In-Person,1354.0,Karawal Nagar,EUR,Visa,01-10-2023,,114.34.105.210,Tablet,,,,,,,,0
02-07-2023,2071.69,Miraan Doctor,Balay Group,In-Person,2638.0,Udaipur,USD,American Express,01-09-2032,2,199.230.71.191,Desktop,,,,,,,,0
03-06-2023,1812.7,Armaan Krish,"Rajagopalan, Balay and Sama",In-Person,7953.0,Dindigul,EUR,Visa,01-11-2030,1,149.114.0.203,Tablet,,,,,,,,0
23-10-2022,4237.74,Mishti Choudhury,Sandal-Rajagopal,Online,6206.0,Bettiah,USD,American Express,01-04-2028,,185.148.49.46,Desktop,,,,,,,,0
19-12-2021,2680.27,Sumer Jayaraman,"Som, Bhandari and Karan",Online,7204.0,Meerut,USD,American Express,01-03-2030,,162.183.141.219,Tablet,,,,,,,,0
06-04-2022,4838.35,Charvi Kata,"Date, Dugal and Kale",Online,1008.0,Madhyamgram,USD,MasterCard,01-03-2027,3 or more,212.216.18.224,Desktop,,,,,,,,0
20-03-2021,578.57,Ivan Dara,Dyal-Sarkar,Online,7414.0,Siliguri,EUR,American Express,01-01-2028,1,11.141.92.83,Desktop,,,,,,,,0
04-02-2022,4500.9,Raunak Sen,"Issac, Rastogi and Bail",Online,8524.0,Suryapet,EUR,Visa,01-12-2023,,37.19.173.40,Mobile,,,,,,,,0
11-03-2023,1988.21,Nitara Bose,Dutta Ltd,Online,3368.0,Durg,USD,MasterCard,01-08-2031,1,186.86.7.94,Tablet,,,,,,,,0
21-07-2022,840.18,Gokul Manda,Khosla LLC,In-Person,7054.0,Ranchi,EUR,American Express,01-02-2030,1,74.250.14.228,Mobile,,,,,,,,0
24-02-2021,3876.66,Neelofar Gandhi,Wali LLC,In-Person,2796.0,Ambattur,USD,American Express,01-05-2025,3 or more,183.205.177.18,Tablet,,,,,,,,0
29-10-2022,376.14,Mannat Rana,"Mani, Koshy and Badami",In-Person,1001.0,Ludhiana,INR,Visa,01-09-2027,3 or more,66.44.55.5,Mobile,,,,,,,,0
06-04-2020,1986.98,Aarush Bhalla,Babu and Sons,Online,6325.0,Deoghar,USD,Visa,01-08-2025,3 or more,75.115.109.158,Desktop,,,,,,,,0
06-12-2020,879.42,Saira Apte,Lala Inc,In-Person,3666.0,Visakhapatnam,USD,American Express,01-08-2024,,19.128.221.245,Tablet,,,,,,,,0
23-04-2020,2440.51,Urvi Tandon,Chauhan-Mannan,Online,7093.0,Sri Ganganagar,INR,MasterCard,01-10-2030,2,175.105.99.219,Tablet,,,,,,,,0
23-03-2021,869.02,Prisha Kulkarni,Bali-Cherian,In-Person,4285.0,Silchar,EUR,MasterCard,01-01-2026,3 or more,192.145.204.38,Tablet,,,,,,,,0
14-02-2020,4199.77,Samaira Kadakia,Vora Ltd,Online,1083.0,Bikaner,EUR,American Express,01-02-2024,3 or more,119.208.125.158,Tablet,,,,,,,,0
14-08-2022,2524.69,Diya Kulkarni,"Tandon, Sachdeva and Chadha",In-Person,5238.0,Jalna,EUR,MasterCard,01-10-2027,1,212.255.215.75,Mobile,,,,,,,,0
28-02-2023,4322.99,Kismat Bhat,Iyengar-Mahal,In-Person,7872.0,Bihar Sharif,EUR,Visa,01-10-2027,3 or more,154.85.96.236,Tablet,,,,,,,,0
03-05-2023,2216.44,Veer Magar,"Kakar, Wadhwa and Sen",In-Person,8423.0,Jhansi,USD,Visa,01-04-2030,1,112.110.65.115,Mobile,,,,,,,,0
22-01-2021,1707.56,Jivin Shan,Savant Group,Online,9416.0,Giridih,EUR,American Express,01-06-2031,,207.93.125.254,Tablet,,,,,,,,0
16-12-2022,3747.14,Yuvaan Gera,Vaidya Ltd,Online,3896.0,Jalgaon,USD,MasterCard,01-12-2032,2,177.33.120.215,Tablet,,,,,,,,0
26-06-2023,2960.02,Saksham Singh,"Kunda, Ahuja and Sandal",In-Person,3336.0,Akola,INR,Visa,01-01-2026,2,193.227.125.233,Tablet,,,,,,,,0
19-05-2022,3507.21,Akarsh Bajaj,"Verma, Kapur and Contractor",In-Person,8994.0,Raiganj,INR,MasterCard,01-02-2024,1,196.33.49.43,Tablet,,,,,,,,0
11-06-2023,4935.58,Nayantara Tata,Varma Ltd,In-Person,4434.0,Kurnool,USD,MasterCard,01-12-2032,3 or more,115.7.158.31,Mobile,,,,,,,,0
05-11-2021,2478.74,Nayantara Rau,"Bir, Sinha and De",Online,6996.0,Thoothukudi,INR,Visa,01-02-2033,,131.242.112.132,Desktop,,,,,,,,0
21-07-2023,3497.84,Indrans Savant,"Jani, Chakraborty and Karan",In-Person,1722.0,Munger,USD,Visa,01-05-2028,2,205.151.183.71,Mobile,,,,,,,,0
25-09-2022,4258.24,Shlok Choudhury,"Krish, Bora and Sekhon",Online,7175.0,Udaipur,INR,Visa,01-04-2027,1,171.89.4.231,Tablet,,,,,,,,0
09-03-2020,3008.95,Madhav Suresh,"Keer, Singh and Date",In-Person,8517.0,Gaya,INR,American Express,01-04-2026,3 or more,58.224.194.15,Tablet,,,,,,,,0
08-01-2023,4728.06,Jivika Kothari,Shetty LLC,In-Person,2212.0,Siliguri,EUR,MasterCard,01-05-2033,,209.205.227.52,Mobile,,,,,,,,0
24-08-2020,3487.07,Hrishita Comar,Dua Inc,In-Person,8495.0,Ramagundam,USD,MasterCard,01-04-2027,1,211.22.233.142,Mobile,,,,,,,,0
14-06-2023,1763.08,Emir Gill,Behl PLC,Online,1169.0,Moradabad,INR,Visa,01-06-2031,1,113.81.104.77,Mobile,,,,,,,,0
10-04-2021,4416.75,Veer Goswami,Warrior Inc,In-Person,7233.0,Maheshtala,INR,American Express,01-11-2030,3 or more,83.240.20.226,Desktop,,,,,,,,0
06-06-2022,3723.25,Vanya Grover,"Chahal, Gera and Yogi",Online,5949.0,Ahmednagar,EUR,Visa,01-05-2033,3 or more,211.144.232.146,Tablet,,,,,,,,0
05-01-2021,4114.94,Vedika Raman,Kanda Ltd,In-Person,5867.0,Vellore,USD,MasterCard,01-06-2029,3 or more,187.182.88.27,Mobile,,,,,,,,0
14-02-2020,1724.07,Vedika Dhillon,Salvi-Bhalla,In-Person,5442.0,Berhampore,USD,MasterCard,01-05-2027,1,179.197.210.183,Desktop,,,,,,,,0
26-03-2022,2488.85,Suhana Tella,Kakar-Ramesh,In-Person,2493.0,Durgapur,INR,Visa,01-02-2025,2,221.45.11.235,Desktop,,,,,,,,0
27-12-2021,1926.66,Yasmin Dube,Bath-Shenoy,Online,9158.0,Vijayanagaram,INR,MasterCard,01-05-2028,1,214.180.129.249,Tablet,,,,,,,,0
07-03-2022,4718.1,Aniruddh Kara,"Dasgupta, Mahal and Kurian",Online,3632.0,Bhalswa Jahangir Pur,USD,American Express,01-11-2030,3 or more,193.122.107.53,Desktop,,,,,,,,0
19-03-2023,4262.18,Advika Vig,"Loyal, Dubey and Bora",In-Person,5395.0,Siliguri,USD,American Express,01-03-2033,3 or more,37.71.17.121,Desktop,,,,,,,,0
19-05-2021,638.53,Jiya Savant,"Bir, Ray and Ravel",Online,1901.0,Raurkela Industrial Township,INR,MasterCard,01-04-2030,,213.62.4.75,Desktop,,,,,,,,0
07-02-2020,2353.3,Zara Warrior,Barman PLC,In-Person,7536.0,Gandhinagar,USD,Visa,01-10-2033,,85.212.246.197,Desktop,,,,,,,,0
26-04-2020,3712.49,Dhanush Warrior,Hora-Sethi,In-Person,2793.0,Tezpur,INR,Visa,01-12-2024,2,60.250.243.84,Desktop,,,,,,,,0
09-09-2021,3168.48,Hunar Dora,"Batra, Gara and Mand",In-Person,6003.0,Nadiad,INR,MasterCard,01-11-2028,,185.2.238.138,Tablet,,,,,,,,0
02-02-2022,2367.95,Vedika Buch,Char PLC,In-Person,3207.0,Junagadh,USD,American Express,01-08-2028,,186.141.28.41,Desktop,,,,,,,,0
05-09-2020,1672.03,Mannat Ratta,"Issac, Gola and Uppal",In-Person,7027.0,Navi Mumbai,EUR,Visa,01-03-2033,2,125.62.179.104,Mobile,,,,,,,,0
12-11-2021,2893.15,Uthkarsh Yogi,Kamdar-Singhal,Online,7149.0,Tumkur,USD,American Express,01-07-2031,2,162.40.122.178,Desktop,,,,,,,,0
30-03-2023,108.24,Kavya Dalal,Ratti and Sons,In-Person,4119.0,Bokaro,USD,MasterCard,01-07-2028,1,219.13.48.90,Mobile,,,,,,,,0
02-03-2020,3114.21,Vritika Ramesh,"Kari, Bora and Mandal",In-Person,9542.0,Jamalpur,USD,American Express,01-03-2029,1,193.253.157.117,Tablet,,,,,,,,0
08-04-2020,2938.99,Ojas Manda,Vala and Sons,Online,5685.0,Imphal,INR,Visa,01-06-2026,3 or more,23.247.61.33,Tablet,,,,,,,,0
02-07-2020,1406.71,Kimaya Srinivasan,"Sheth, Dey and Tiwari",In-Person,4468.0,Orai,INR,MasterCard,01-09-2025,,182.91.76.32,Desktop,,,,,,,,0
25-10-2021,3134.75,Azad Singhal,Deshmukh and Sons,In-Person,7925.0,Rohtak,USD,American Express,01-10-2030,3 or more,219.36.96.244,Mobile,,,,,,,,0
17-11-2022,4101.9,Anya Jha,"Shukla, Suri and Sood",Online,7013.0,Patna,EUR,Visa,01-07-2028,1,193.111.151.90,Tablet,,,,,,,,0
04-05-2023,4358.32,Biju Dutt,Wali-Saxena,In-Person,6442.0,Varanasi,USD,American Express,01-04-2029,2,218.178.36.91,Mobile,,,,,,,,0
18-08-2021,3846.18,Badal Mangat,"Raja, Lalla and Sengupta",In-Person,3427.0,Satara,EUR,Visa,01-08-2029,,197.188.233.62,Desktop,,,,,,,,0
01-01-2020,2887.68,Yuvraj  Suresh,Dewan-Sarin,Online,8364.0,Bhavnagar,INR,MasterCard,01-04-2030,1,67.130.24.229,Mobile,,,,,,,,0
15-12-2022,1085.02,Ira Koshy,"Dash, Chakraborty and Aurora",Online,4328.0,Tadepalligudem,INR,MasterCard,01-08-2024,3 or more,217.177.242.228,Mobile,,,,,,,,0
16-03-2020,3738.83,Vihaan Balay,Thakur PLC,Online,2067.0,Lucknow,EUR,MasterCard,01-12-2028,2,207.127.12.47,Tablet,,,,,,,,0
19-04-2020,1074.05,Jayant Tandon,Balasubramanian Inc,Online,8363.0,Alappuzha,USD,American Express,01-08-2024,1,199.66.160.252,Mobile,,,,,,,,0
28-09-2023,4581.83,Urvi Tella,Lanka-Dugar,In-Person,2117.0,Tenali,INR,Visa,01-07-2024,1,30.78.231.97,Tablet,,,,,,,,0
20-05-2022,3609.45,Alia Boase,"Gara, Kashyap and Aggarwal",Online,3616.0,Madanapalle,INR,American Express,01-08-2030,3 or more,65.255.81.83,Mobile,,,,,,,,0
13-04-2023,4033.2,Nishith Ghose,"Shanker, Bassi and Dara",In-Person,8144.0,Kolhapur,USD,Visa,01-08-2025,,199.178.205.34,Desktop,,,,,,,,0
31-08-2021,3418.41,Hiran Hayre,Wali and Sons,Online,8424.0,Kollam,USD,Visa,01-11-2026,1,211.208.109.137,Desktop,,,,,,,,0
15-12-2020,2381.33,Anahita Sandhu,"Jani, Banerjee and Wable",In-Person,5901.0,Hapur,USD,American Express,01-06-2027,2,206.101.5.161,Desktop,,,,,,,,0
13-03-2021,2451.84,Indrajit Ramaswamy,Kumer-Mander,Online,9261.0,Dhanbad,USD,MasterCard,01-05-2033,,158.48.33.100,Desktop,,,,,,,,0
24-02-2021,1622.33,Trisha Dugal,"Chakrabarti, Srinivas and Contractor",In-Person,1643.0,Delhi,USD,MasterCard,01-05-2025,,118.136.151.140,Tablet,,,,,,,,0
27-10-2021,881.89,Aayush Bal,"Gokhale, Rout and Suresh",In-Person,9710.0,Kozhikode,INR,Visa,01-10-2029,3 or more,173.253.153.23,Tablet,,,,,,,,0
15-04-2023,2500.93,Ishaan Garg,Sachdeva Inc,In-Person,3539.0,Saharanpur,EUR,American Express,01-10-2028,1,147.17.133.152,Desktop,,,,,,,,0
28-04-2020,3369.3,Kiara Kalla,Ramaswamy-Swamy,Online,2732.0,Kanpur,EUR,American Express,01-11-2025,2,17.97.43.210,Desktop,,,,,,,,0
28-04-2021,4550.32,Mohanlal Dani,Rajagopal-Venkatesh,Online,4371.0,Rourkela,INR,Visa,01-02-2032,3 or more,99.111.217.227,Mobile,,,,,,,,0
07-11-2020,1671.4,Urvi Setty,Seth-Bhattacharyya,In-Person,3409.0,Nagercoil,INR,MasterCard,01-04-2032,1,82.203.213.245,Mobile,,,,,,,,0
28-07-2023,889.58,Dhanush Ben,"Shah, Gala and Barad",Online,8907.0,Bhind,USD,Visa,01-02-2031,1,12.8.122.125,Tablet,,,,,,,,0
20-06-2022,4337.88,Keya Sarna,"Sood, Karnik and Kara",In-Person,6461.0,Cuttack,INR,Visa,01-02-2030,1,189.241.227.176,Tablet,,,,,,,,0
29-12-2020,4611.56,Hunar Zachariah,"Basu, Goyal and Vig",Online,9855.0,Guntakal,INR,MasterCard,01-11-2029,,165.10.134.174,Desktop,,,,,,,,0
10-05-2020,3212.84,Yuvaan Kunda,Chakrabarti Group,In-Person,4019.0,Siwan,EUR,American Express,01-10-2023,3 or more,142.207.222.31,Desktop,,,,,,,,0
09-03-2022,826.81,Seher Kata,Khalsa PLC,In-Person,2879.0,Agartala,USD,American Express,01-09-2031,2,57.130.222.26,Desktop,,,,,,,,0
21-02-2021,3204.95,Saanvi Biswas,Amble-Uppal,In-Person,5175.0,Junagadh,EUR,American Express,01-05-2030,3 or more,72.39.54.2,Tablet,,,,,,,,0
26-01-2022,4542.61,Vihaan Warrior,"Bhat, Garde and Suri",Online,3476.0,Barasat,INR,Visa,01-07-2031,1,159.90.91.169,Tablet,,,,,,,,0
